asset,works_category_level_1,item,quantity,cf_name,input_unit,A5,asset_lifetime,replacements_during_lifetime,no_granular_data_A1_A3,no_granular_data_A4,no_granular_data_B2,no_granular_data_B4
hs_boxstructure_bu,,Formwork (for Wailings),1315104,Lubricants,kg,26.62941,,,,,,
hs_boxstructure_bu,,PCC Stairs - 1.6m wide x 1.5 high,150.9099,Pre-cast Concrete General concrete,m3,0.58207,,,,,,
hs_boxstructure_bu,,Roofing,97.53,Pre-cast Concrete General concrete,m3,0.37618,,,,,,
hs_boxstructure_bu,,Blinding - Provision & Placing,1208.4,Pre-cast Concrete General concrete,m3,21.98261,,,,,,
hs_boxstructure_bu,,Concrete (for Wailings),23121.7,Pre-cast Concrete General concrete,m3,420.61841,,,,,,
hs_boxstructure_bu,,Diaphragm Wall,49989.10451,Pre-cast Concrete General concrete,m3,2700.9863,,,,,,
hs_boxstructure_bu,,Zublin Price,26203.6953,Pre-cast Concrete General concrete,m3,476.68452,,,,,,
hs_boxstructure_bu,,Gravel fill to Piles,24847200,"Fill, aggregate and sand General mixture",kg,67.54711,,,,,,
hs_boxstructure_bu,,Piling Mat,8500800,"Fill, aggregate and sand General mixture",kg,23.10942,,,,,,
hs_bored_tunnel_bu,,TBM assembly cradles & launch frames; 8x,555555.5556,Steel - Section,kg,0.01421,,,,,,
hs_bored_tunnel_bu,,Drainage access chamber 1200 x 600 mm (only material),34549.3125,Steel - Section,kg,0.00265,,,,,,
hs_bored_tunnel_bu,,Precast segment production (Tubbing) with  steel Segments (CP openings) for S1 - SUB,234673.6111,Reinforcement steel Steel bar and rod,kg,0.00622,,,,,,
hs_bored_tunnel_bu,,Reinforcement invert concrete (Steel fibres),277.77778,Reinforcement steel Steel bar and rod,kg,0.00001,,,,,,
hs_bored_tunnel_bu,,Reinforcement lining concrete (Steel fibres),305.55556,Reinforcement steel Steel bar and rod,kg,0.00001,,,,,,
hs_bored_tunnel_bu,,Sprayed SFR-shotcrete 75 mm face support,165.3125,Reinforcement steel Steel bar and rod,kg,0.00044,,,,,,
hs_bored_tunnel_bu,,Sprayed SFR-shotcrete primary lining 300 mm,948.75,Reinforcement steel Steel bar and rod,kg,0.00251,,,,,,
hs_bored_tunnel_bu,,SCL - Cross passages 2 - 23 (Lumpsums),16252.5,Reinforcement steel Steel bar and rod,kg,0.04305,,,,,,
hs_bored_tunnel_bu,,Additional steel fibre reinforcement in segments,445222.2222,Reinforcement steel Steel bar and rod,kg,0.01139,,,,,,
hs_bored_tunnel_bu,,Segment storage area - strip foundation - ON SITE,18125,Reinforcement steel Steel bar and rod,kg,0.00017,,,,,,
hs_bored_tunnel_bu,,Segment storage pads - ON SITE,14905.55556,Reinforcement steel Steel bar and rod,kg,0.00014,,,,,,
hs_bored_tunnel_bu,,Horizontal joints incl. shear reinforcement,305.55556,Reinforcement steel Steel bar and rod,kg,0,,,,,,
hs_bored_tunnel_bu,,Reinforcement openings,656.94444,Reinforcement steel Steel bar and rod,kg,0.00001,,,,,,
hs_bored_tunnel_bu,,Reinforcement,357291.6667,Reinforcement steel Steel bar and rod,kg,0.0034,,,,,,
hs_bored_tunnel_bu,,Additional rebar to PCC segments - S1,365833.3333,Reinforcement steel Steel bar and rod,kg,0.00348,,,,,,
hs_bored_tunnel_bu,,Concrete lining,20.25833,Polypropylene (PP),kg,0,,,,,,
hs_bored_tunnel_bu,,In-situ concrete at opening areas,7.08333,Polypropylene (PP),kg,0,,,,,,
hs_bored_tunnel_bu,,Inver concrete C25/30,14.16667,Polypropylene (PP),kg,0,,,,,,
hs_bored_tunnel_bu,,Invert drainage system 100 mm,4.21667,Polypropylene (PP),kg,0,,,,,,
hs_bored_tunnel_bu,,Cable protection pipe DN 100 mm,337.05382,Polypropylene (PP),kg,0.00005,,,,,,
hs_bored_tunnel_bu,,Collector drainage pipe DN 100 mm,337.05382,Polypropylene (PP),kg,0.00005,,,,,,
hs_bored_tunnel_bu,,Invert drainage pipe DN 250 mm,5735.8912,Polypropylene (PP),kg,0.00089,,,,,,
hs_bored_tunnel_bu,,SCL - Cross passages 2 - 23 (Lumpsums),1.67258,Polypropylene (PP),kg,0,,,,,,
hs_bored_tunnel_bu,,Formwork work (Drop 2: 29.200 m³ => 29.800 m³),393194.4444,Lubricants,kg,0.00796,,,,,,
hs_bored_tunnel_bu,,TBM 1 Excavation (Drop 2: 7290 m => 7470 m),25687.4625,Lubricants,kg,0.00156,,,,,,
hs_bored_tunnel_bu,,TBM 2 Excavation (Drop 2: 7290 m => 7390 m),25412.3625,Lubricants,kg,0.00154,,,,,,
hs_bored_tunnel_bu,,TBM 1 Excavation (Drop 2: 7290 m => 7470 m),111.0125,Lubricants,m3,0.00028,,,,,,
hs_bored_tunnel_bu,,TBM 2 Excavation (Drop 2: 7290 m => 7390 m),109.82361,Lubricants,m3,0.00028,,,,,,
hs_bored_tunnel_bu,,Tunelling,416666.6667,Lubricants,l,1.49333,,,,,,
hs_bored_tunnel_bu,,Segment storage area - strip foundation - ON SITE,3.625,Gas Oil,m3,0.00005,,,,,,
hs_bored_tunnel_bu,,Formwork,0.125,Gas Oil,m3,0,,,,,,
hs_bored_tunnel_bu,,Formwork invert concrete,0.08333,Pre-cast Concrete General concrete,m3,0,,,,,,
hs_bored_tunnel_bu,,Formwork Concrete lining,234.375,Pre-cast Concrete General concrete,m3,0.00305,,,,,,
hs_bored_tunnel_bu,,Formwork investment maintenance and escape walkway,10,Pre-cast Concrete General concrete,m3,0.00013,,,,,,
hs_bored_tunnel_bu,,Tunelling,9027777.778,Electricity,kwh,2.7625,,,,,,
hs_bored_tunnel_bu,,Sprayed concrete under waterproofing 3 cm,1.125,Ready mix concrete  25% GGBS replacement - C40/50,m3,0.00023,,,,,,
hs_bored_tunnel_bu,,Sprayed SFR-shotcrete 75 mm face support,3.59375,Ready mix concrete  25% GGBS replacement - C40/50,m3,0.00074,,,,,,
hs_bored_tunnel_bu,,Sprayed SFR-shotcrete primary lining 300 mm,13.75,Ready mix concrete  25% GGBS replacement - C40/50,m3,0.00282,,,,,,
hs_bored_tunnel_bu,,SCL - Cross passages 2 - 23 (Lumpsums),406.3125,Ready mix concrete  25% GGBS replacement - C40/50,m3,0.08338,,,,,,
hs_bored_tunnel_bu,,Precast Segment production (Tubbing) Type,17636.02917,Pre-cast Concrete General concrete,m3,0.06802,,,,,,
hs_bored_tunnel_bu,,Precast segment production (Tubbing) with  steel Segments,172.86389,Pre-cast Concrete General concrete,m3,0.00067,,,,,,
hs_bored_tunnel_bu,,Segment storage area - strip foundation - ON SITE,100.69444,Pre-cast Concrete General concrete,m3,0.00183,,,,,,
hs_bored_tunnel_bu,,Segment storage pads - ON SITE,52.77778,Pre-cast Concrete General concrete,m3,0.00096,,,,,,
hs_bored_tunnel_bu,,Concrete lining,7.63889,Pre-cast Concrete General concrete,m3,0.00014,,,,,,
hs_bored_tunnel_bu,,In-situ concrete at opening areas,3.47222,Pre-cast Concrete General concrete,m3,0.00006,,,,,,
hs_bored_tunnel_bu,,Inver concrete C25/30,6.94444,Pre-cast Concrete General concrete,m3,0.0001,,,,,,
hs_bored_tunnel_bu,,Concrete for escape walkway,2378.47222,Pre-cast Concrete General concrete,m3,0.03459,,,,,,
hs_bored_tunnel_bu,,Concrete for maintenance walkway,835.41667,Pre-cast Concrete General concrete,m3,0.01215,,,,,,
hs_bored_tunnel_bu,,First stage concrete (only material),2291.66667,Pre-cast Concrete General concrete,m3,0.03332,,,,,,
hs_bored_tunnel_bu,,Additional mass concrete: 1st stage for inverts & walkways,2961.94444,Pre-cast Concrete General concrete,m3,0.04307,,,,,,
hs_bored_tunnel_bu,,TBM 1 Excavation,4772.20972,Cement - CEM II-A-S - Portland-Slag- 13% GGBS,m3,0.10231,,,,,,
hs_bored_tunnel_bu,,TBM 2 Excavation,4710.66806,Cement - CEM II-A-S - Portland-Slag- 13% GGBS,m3,0.10099,,,,,,
hs_bored_tunnel_bu,,TBM 1 Excavation,87201.875,"Stone, Sand And Clay, Other Minerals",kg,0.00435,,,,,,
hs_bored_tunnel_bu,,TBM 2 Excavation,86267.98611,"Stone, Sand And Clay, Other Minerals",kg,0.0043,,,,,,
hs_cutting_bu,Highways,Concrete kerbing,11.67254,Kerb Pre-cast concrete 125x305mm,m3,0.7479,30,3,,,,
hs_cutting_bu,Highways,Access Track,4971769.01,"Fill, aggregate and sand General mixture",kg,47279.53,30,3,,,,
hs_cutting_bu,Highways,Asphalt Access Road,2710.26282,Asphalt  General Asphalt,m3,97.3895,30,3,,,,
hs_cutting_bu,Highways,Footpath limestone dust,8.58207,Limestone - General,m3,0.12988,30,3,,,,
hs_cutting_bu,Drainage,"Precast concrete manholes, headwalls and gulleys",191.64934,Pre-cast Concrete General concrete,m3,12.27966,120,0,,,,
hs_cutting_bu,Drainage,Geotextiles,39.38028,Geotextiles Polypropylene geotextile / matting,m3,6.36754,120,0,,,,
hs_cutting_bu,Drainage,UPVC Membrane,32.95775,UPVC - Film,m3,0,,,,,,
hs_cutting_bu,Drainage,HDPE Ridgidrain Perforated Pipe,834.48792,Plastic pipework (HDPE) 150mm diameter,m3,405.706,120,0,,,,
hs_cutting_bu,Drainage,Drainage material,12950.35454,"Fill, aggregate and sand General mixture",m3,140.53207,120,0,,,,
hs_cutting_bu,Other,Subgrade and protection layer,7673.23944,"Fill, aggregate and sand General mixture",m3,83.26693,120,0,,,,
hs_embankment_bu,Highways,Access Road,162678.66,"Fill, aggregate and sand General mixture",kg,1853.47,30,3,,,,
hs_embankment_bu,Highways,Asphalt access track,21.91662,Asphalt  General Asphalt,m3,1.15642,30,3,,,,
hs_embankment_bu,Highways,Grasscrete,28.0538,Grasscrete,m3,0.70447,30,3,,,,
hs_embankment_bu,Drainage,HDPE Ridgidrain Perforated Pipe,2.9879,Plastic pipework (HDPE) 150mm diameter,m3,1.50005,120,0,,,,
hs_embankment_bu,Drainage,PVC Drainage Pipes,38.03156,Plastic pipework (PVC) 150mm diameter,m3,0.43716,120,0,,,,
hs_embankment_bu,Drainage,Drainage Stone (m3),0.69559,"Fill, aggregate and sand General mixture",m3,0.0581,120,0,,,,
hs_embankment_bu,Drainage,Precast concrete gulleys,151.2574,Pre-cast Concrete General concrete,m3,1.88739,120,0,,,,
hs_embankment_bu,Drainage,Drainage Ditches (Rubble ditch lining),0.55102,"Fill, aggregate and sand General mixture",m3,0.139,30,3,,,,
hs_embankment_bu,Noise barriers,Rockwool,20896.17,Insulation - Rockwool (Stonewool),kg,11153.69,30,3,,,,
hs_embankment_bu,Noise barriers,Steel Frame,3127.61,Steel - Section,kg,1673.28,30,3,,,,
hs_embankment_bu,Noise barriers,Vertical Steel Support Columns,83092.21,Steel - Section,kg,8077.87,30,3,,,,
hs_embankment_bu,Other,Protection layer to top of embankment,899.55227,Asphalt  General Asphalt,m3,19.22332,120,0,,,,
hs_embankment_bu,Other,"Abutment, Subgrade and Protection Layer",884.81262,"Fill, aggregate and sand General mixture",m3,9.52034,120,0,,,,
hs_embankment_bu,Concrete,Kerbside concrete,10.28698,Ready mix concrete  25% GGBS replacement - C40/50,m3,0.0011,120,0,,,,
hs_embankment_bu,Concrete,Noise barrier concrete,247.92998,Ready mix concrete  25% GGBS replacement - C40/50,m3,0.03406,120,3,,,,
hs_embankment_bu,Concrete,Piling,20.89495,Ready mix concrete  25% GGBS replacement - C40/50,m3,0.00203,120,0,,,,
hs_embankment_bu,Concrete,Fencing,9.59264,Ready mix concrete  25% GGBS replacement - C40/50,m3,0.00091,120,3,,,,
hs_ole,Other,hs_OLE,1,no_granular_data,m,7.232,,,171.76,1.808,,
rail_building,Other,RAIL_building,1,no_granular_data,number,,,,,,,
rail_underpass_footpath,Other,RAIL_underpass_footpath,1,no_granular_data,number,134.5,,,970,348,29.5,14
rail_ub,Other,RAIL_UB,1,no_granular_data,number,6,,,30,14,,
rail_ob_rail,Other,RAIL_OB_rail,1,no_granular_data,number,,,,1440,720,,
rail_green_bridge,Other,RAIL_Green_bridge,1,no_granular_data,number,79,,,610,153,,
rail_ob_typical,Other,RAIL_OB_typical,1,no_granular_data,number,,,,,,,
rail_ob_flyover_road,Other,RAIL_OB_flyover_road,1,no_granular_data,number,2064,,,12140,5099,,
rail_ob_b_road,Other,RAIL_OB_B_road,1,no_granular_data,number,148,,,870,365,,
rail_ob_a_road,Other,RAIL_OB_A_road,1,no_granular_data,number,336,,,1975,830,,
rail_ob_bridleway,Other,RAIL_OB_bridleway,1,no_granular_data,number,128,,,750,315,,
rail_ob_footpath,Other,RAIL_OB_footpath,1,no_granular_data,number,104,,,610,256,,
cycle_lane_painted,Membrane,Geotextile membrane,0.005,Geotextiles Polypropylene geotextile / matting,m3,,,,,,,
cycle_lane_painted,Steel,Spiral Steel supporting spike,0.628,Steel - Section,kg,,,,,,,
cycle_lane_painted,Crushed gravel,Type 1 Sub Base,0.225,Stone - Gravel/Chippings,m3,,,,,,,
cycle_lane_painted,Sub-base,Type 1 Sub-Base Compacted Backfill,0.75,Stone - Gravel/Chippings,m3,,,,,,,
cycle_lane_painted,Sand,Sharp Sand Bedding layer,0.025,"Stone, Sand And Clay, Other Minerals",m3,,,,,,,
cycle_lane_painted,Top soil,Firmground 45 Ground,0.5,Rubber - General,m3,,,,,,,
cycle_lane_painted,Dense bider,Dense Binder course,0.1,Bitumen - General - Upper,m3,,,,,,,
cycle_lane_painted,Surface course,Surface course,0.03,Asphalt - 4% Bitumen Binder,m3,,,,,,,
cycle_lane_painted,Paint colour surface,Eurovia Creabond Paints,0.002,Paint - General,m3,,,,,,,
cycle_lane_painted,Geogrid,Tensar Triax geogrid Laid,78.5,Steel - Section,kg,,,,,,,
cycle_lane_painted,Steel,High steel edging,37.68,Steel - Section,kg,,,,,,,
cycle_lane_painted,Concrete,Concrete kerbing to seggregate,0.4,Kerb Pre-cast concrete 125x150mm,m3,,,,,,,
cycle_lane_stepped,Membrane,Geotextile membrane,0.005,Geotextiles Polypropylene geotextile / matting,m3,,,,,,,
cycle_lane_stepped,Steel,Spiral Steel supporting spike,0.628,Steel - Section,kg,,,,,,,
cycle_lane_stepped,Crushed gravel,Type 1 Sub Base,0.225,Stone - Gravel/Chippings,m3,,,,,,,
cycle_lane_stepped,Sub-base,Type 1 Sub-Base Compacted Backfill,0.75,Stone - Gravel/Chippings,m3,,,,,,,
cycle_lane_stepped,Sand,Sharp Sand Bedding layer,0.025,"Stone, Sand And Clay, Other Minerals",m3,,,,,,,
cycle_lane_stepped,Concrete,Stepped concrete layer,0.75,Ready mix concrete  25% GGBS replacement - C40/50,m3,,,,,,,
cycle_lane_stepped,Top soil,Firmground 45 Ground,0.5,Rubber - General,m3,,,,,,,
cycle_lane_stepped,Dense bider,Dense Binder course,0.1,Bitumen - General - Upper,m3,,,,,,,
cycle_lane_stepped,Surface course,Surface course,0.03,Asphalt - 4% Bitumen Binder,m3,,,,,,,
cycle_lane_stepped,Paint colour surface,Eurovia Creabond Paints,0.002,Paint - General,m3,,,,,,,
cycle_lane_stepped,Geogrid,Tensar Triax geogrid Laid,78.5,Steel - Section,kg,,,,,,,
cycle_lane_stepped,Steel,High steel edging,37.68,Steel - Section,kg,,,,,,,
cycle_lane_stepped,Concrete,Concrete kerbing to seggregate,0.4,Kerb Pre-cast concrete 125x150mm,m3,,,,,,,
cycle_lane_segregated,Membrane,Geotextile membrane,0.005,Geotextiles Polypropylene geotextile / matting,m3,,,,,,,
cycle_lane_segregated,Steel,Spiral Steel supporting spike,0.628,Steel - Section,kg,,,,,,,
cycle_lane_segregated,Crushed gravel,Type 1 Sub Base,0.225,Stone - Gravel/Chippings,m3,,,,,,,
cycle_lane_segregated,Sub-base,Type 1 Sub-Base Compacted Backfill,0.75,Stone - Gravel/Chippings,m3,,,,,,,
cycle_lane_segregated,Sand,Sharp Sand Bedding layer,0.025,"Stone, Sand And Clay, Other Minerals",m3,,,,,,,
cycle_lane_segregated,Concrete,Stepped concrete layer,0.75,Ready mix concrete  25% GGBS replacement - C40/50,m3,,,,,,,
cycle_lane_segregated,Top soil,Firmground 45 Ground,0.5,Rubber - General,m3,,,,,,,
cycle_lane_segregated,Dense bider,Dense Binder course,0.1,Bitumen - General - Upper,m3,,,,,,,
cycle_lane_segregated,Surface course,Surface course,0.03,Asphalt - 4% Bitumen Binder,m3,,,,,,,
cycle_lane_segregated,Paint colour surface,Eurovia Creabond Paints,0.002,Paint - General,m3,,,,,,,
cycle_lane_segregated,Geogrid,Tensar Triax geogrid Laid,78.5,Steel - Section,kg,,,,,,,
cycle_lane_segregated,Steel,High steel edging,37.68,Steel - Section,kg,,,,,,,
cycle_lane_segregated,Steel segregation,Segration,883.125,Steel - Section,kg,,,,,,,
cycle_lane_segregated,Concrete,Concrete surround of segregation,0.65,Ready mix concrete  25% GGBS replacement - C40/50,m3,,,,,,,
cycle_lane_segregated,Concrete,Concrete kerbing to seggregate,0.4,Kerb Pre-cast concrete 125x150mm,m3,,,,,,,
cycle_track_rural,Membrane,Geotextile membrane,0.005,Geotextiles Polypropylene geotextile / matting,m3,,,,,,,
cycle_track_rural,Steel,Spiral Steel supporting spike,0.628,Steel - Section,kg,,,,,,,
cycle_track_rural,Crushed gravel,Type 1 Sub Base,0.225,Stone - Gravel/Chippings,m3,,,,,,,
cycle_track_rural,Sub-base,Type 1 Sub-Base Compacted Backfill,0.75,Stone - Gravel/Chippings,m3,,,,,,,
cycle_track_rural,Sand,Sharp Sand Bedding layer,0.025,"Stone, Sand And Clay, Other Minerals",m3,,,,,,,
cycle_track_rural,Top soil,Firmground 45 Ground,0.6,Stone - Gravel/Chippings,m3,,,,,,,
cycle_track_rural,Dense bider,Dense Binder course,0.1,Bitumen - General - Upper,m3,,,,,,,
cycle_track_rural,Surface course,Surface course,0.03,Asphalt - 4% Bitumen Binder,m3,,,,,,,
cycle_track_rural,Geogrid,Tensar Triax geogrid Laid,78.5,Steel - Section,kg,,,,,,,
cycle_track_rural,Steel,High steel edging,37.68,Steel - Section,kg,,,,,,,
cycle_track_urban,Membrane,Geotextile membrane,0.005,Geotextiles Polypropylene geotextile / matting,m3,,,,,,,
cycle_track_urban,Steel,Spiral Steel supporting spike,0.00008,Steel - Section,kg,,,,,,,
cycle_track_urban,Crushed gravel,Type 1 Sub Base,0.225,Stone - Gravel/Chippings,m3,,,,,,,
cycle_track_urban,Sub-base,Type 1 Sub-Base Compacted Backfill,0.75,Stone - Gravel/Chippings,m3,,,,,,,
cycle_track_urban,Sand,Sharp Sand Bedding layer,0.025,"Stone, Sand And Clay, Other Minerals",m3,,,,,,,
cycle_track_urban,Top soil,Firmground 45 Ground,0.5,Rubber - General,m3,,,,,,,
cycle_track_urban,Dense bider,Dense Binder course,0.1,Bitumen - General - Upper,m3,,,,,,,
cycle_track_urban,Surface course,Surface course,0.03,Asphalt - 4% Bitumen Binder,m3,,,,,,,
cycle_track_urban,Paint colour surface,Eurovia Creabond Paints,0.002,Paint - General,m3,,,,,,,
cycle_track_urban,Geogrid,Tensar Triax geogrid Laid,78.5,Steel - Section,kg,,,,,,,
cycle_track_urban,Steel,High steel edging,37.68,Steel - Section,kg,,,,,,,
cycle_track_urban,Drainage,Concrete bed for drainage,0.03,Ready mix concrete  25% GGBS replacement - C40/50,m3,,,,,,,
cycle_track_urban,Drainage,Filter material drainage,235.5,Steel - Section,kg,,,,,,,
cycle_track_urban,Concrete,Concrete kerbing to seggregate,0.4,Kerb Pre-cast concrete 125x150mm,m3,,,,,,,
cycle_upgrade_stepped,Crushed gravel,Type 1 Sub Base,0.225,Stone - Gravel/Chippings,m3,,,,,,,
cycle_upgrade_stepped,Sub-base,Type 1 Sub-Base Compacted Backfill,0.75,Stone - Gravel/Chippings,m3,,,,,,,
cycle_upgrade_stepped,Concrete,Stepped concrete layer,0.75,Ready mix concrete  25% GGBS replacement - C40/50,m3,,,,,,,
cycle_upgrade_stepped,Top soil,Firmground 45 Ground,0.5,Rubber - General,m3,,,,,,,
cycle_upgrade_stepped,Dense bider,Dense Binder course,0.1,Bitumen - General - Upper,m3,,,,,,,
cycle_upgrade_stepped,Surface course,Surface course,0.03,Asphalt - 4% Bitumen Binder,m3,,,,,,,
cycle_upgrade_stepped,Paint colour surface,Eurovia Creabond Paints,0.002,Paint - General,m3,,,,,,,
cycle_upgrade_stepped,Steel,High steel edging,37.68,Steel - Section,kg,,,,,,,
cycle_upgrade_stepped,Concrete,Stepped concrete layer,0.75,Ready mix concrete  25% GGBS replacement - C40/50,m3,,,,,,,
cycle_upgrade_segregated,Crushed gravel,Type 1 Sub Base,0.225,Stone - Gravel/Chippings,m3,,,,,,,
cycle_upgrade_segregated,Sub-base,Type 1 Sub-Base Compacted Backfill,0.75,Stone - Gravel/Chippings,m3,,,,,,,
cycle_upgrade_segregated,Concrete,Stepped concrete layer,0.75,Ready mix concrete  25% GGBS replacement - C40/50,m3,,,,,,,
cycle_upgrade_segregated,Top soil,Firmground 45 Ground,0.5,Rubber - General,m3,,,,,,,
cycle_upgrade_segregated,Dense bider,Dense Binder course,0.1,Bitumen - General - Upper,m3,,,,,,,
cycle_upgrade_segregated,Surface course,Surface course,0.03,Asphalt - 4% Bitumen Binder,m3,,,,,,,
cycle_upgrade_segregated,Paint colour surface,Eurovia Creabond Paints,0.002,Paint - General,m3,,,,,,,
cycle_upgrade_segregated,Steel,High steel edging,0.0048,Steel - Section,m3,,,,,,,
cycle_upgrade_rail_cycle_path,Membrane,Geotextile membrane,0.005,Geotextiles Polypropylene geotextile / matting,m3,,,,,,,
cycle_upgrade_rail_cycle_path,Steel,Spiral Steel supporting spike,0.00008,Steel - Section,m3,,,,,,,
cycle_upgrade_rail_cycle_path,Crushed gravel,Type 1 Sub Base,0.225,Stone - Gravel/Chippings,m3,,,,,,,
cycle_upgrade_rail_cycle_path,Sub-base,Type 1 Sub-Base Compacted Backfill,0.75,Stone - Gravel/Chippings,m3,,,,,,,
cycle_upgrade_rail_cycle_path,Sand,Sharp Sand Bedding layer,0.025,"Stone, Sand And Clay, Other Minerals",m3,,,,,,,
cycle_upgrade_rail_cycle_path,Top soil,Firmground 45 Ground,0.6,Stone - Gravel/Chippings,m3,,,,,,,
cycle_upgrade_rail_cycle_path,Dense bider,Dense Binder course,0.1,Bitumen - General - Upper,m3,,,,,,,
cycle_upgrade_rail_cycle_path,Surface course,Surface course,0.03,Asphalt - 4% Bitumen Binder,m3,,,,,,,
cycle_upgrade_rail_cycle_path,Geogrid,Tensar Triax geogrid Laid,0.3,Steel - Section,m3,,,,,,,
cycle_upgrade_rail_cycle_path,Steel,High steel edging,0.0048,Steel - Section,m3,,,,,,,
cycle_stands_roof,Concrete,Concrete surround,0.196,Ready mix concrete  25% GGBS replacement - C40/50,m3,,,,,,,
cycle_stands_roof,Steel,Stand framing,5683.7,Steel - Section,kg,,,,,,,
cycle_stands_roof,Glass covering,"Glass - Single Pane, 4mm",5.838,"Glass - Single Pane, 4mm",m2,,,,,,,
cycle_stands_open,Steel,Sheffield_cycle_stand,8,Steel - Section,kg,,,,,,,
cycle_stands_open,Concrete,Class ST2 concrete surround,0.098,Ready mix concrete  25% GGBS replacement - C40/50,m3,,,,,,,
cycle_secure_parking,Steel,Secure parking metal,759,Steel - Section,kg,,,,,,,
cycle_secure_parking,Steel,Galvanised steel mesh,278,Steel - Sheet - Galvanised - Virgin,kg,,,,,,,
cycle_secure_parking,Steel,Secure parking steel frame,437.873,Steel - Section,kg,,,,,,,
cycle_docking_station,Concrete,Class ST2 concrete surround,0.098,Ready mix concrete  25% GGBS replacement - C40/50,m3,,,,,,,
cycle_docking_station,Steel,Structure of docking,62.8,Steel - Section,kg,,,,,,,
cycle_docking_station,Steel,Bicycle docking attachement,0.098,Steel - Section,kg,,,,,,,
cycle_docking_station,Plastic,Plastic casing,0.8514,HDPE - General,kg,,,,,,,
